Name,Class,N, #Node, #Node-P,#Col, #PriceCnt, LB0,LB, UB0,UB,Opt,Time
N3C1W2_CL2_1_5_B,CL2_1_5,200,1,0,1491,145,50,51,51,51,1,0.65
N3C1W2_CL2_1_5_C,CL2_1_5,200,1,575,1655,1768,50,50,51,50,1,8.57
N3C1W2_CL2_1_5_D,CL2_1_5,200,1,0,1203,116,52,52,53,52,1,0.52
N3C1W2_CL2_1_5_E,CL2_1_5,200,1,0,1511,147,51,51,51,51,1,0.69
N3C1W2_CL2_3_3_A,CL2_3_3,200,1,0,1526,149,50,51,51,51,1,0.77
N3C1W2_CL2_3_3_B,CL2_3_3,200,1,0,1311,127,50,50,51,50,1,0.64
N3C1W2_CL2_3_3_C,CL2_3_3,200,1,2,1628,173,51,51,52,51,1,1.58
N3C1W2_CL2_3_3_D,CL2_3_3,200,1,0,1263,122,53,53,53,53,1,0.56
N3C1W2_CL2_3_3_E,CL2_3_3,200,1,0,1342,130,52,52,52,52,1,0.63
N3C1W2_CL2_3_4_A,CL2_3_4,200,1,0,1634,160,44,44,44,44,1,0.98
N3C1W2_CL2_3_4_B,CL2_3_4,200,1,0,1754,172,44,44,44,44,1,1.22
N3C1W2_CL2_3_4_C,CL2_3_4,200,11721,227,29749,64346,43,43,44,44,0,3600.19
N3C1W2_CL2_3_4_D,CL2_3_4,200,1,0,1595,156,45,45,45,45,1,1.05
N3C1W2_CL2_3_4_E,CL2_3_4,200,1,0,1485,145,45,45,45,45,1,0.77
N3C1W4_CL1_1_3_A,CL1_1_3,200,1,0,1016,96,64,65,66,65,1,0.34
N3C1W4_CL1_1_3_B,CL1_1_3,200,1,0,1154,110,62,63,64,63,1,0.44
N3C1W4_CL1_1_3_C,CL1_1_3,200,1,0,1183,113,62,63,63,63,1,0.45
N3C1W4_CL1_1_3_D,CL1_1_3,200,91498,1453,28042,285230,66,67,68,68,0,3600.10
N3C1W4_CL1_1_3_E,CL1_1_3,200,1,0,1135,108,64,65,65,65,1,0.39
N3C1W4_CL1_1_5_A,CL1_1_5,200,1,0,1934,190,44,44,44,44,1,1.78
N3C1W4_CL1_1_5_B,CL1_1_5,200,1,0,1793,176,43,43,43,43,1,1.48
N3C1W4_CL1_1_5_C,CL1_1_5,200,1,0,1943,191,43,43,43,43,1,1.56
N3C1W4_CL1_1_5_D,CL1_1_5,200,1,0,1474,144,43,43,44,43,1,0.95
N3C1W4_CL1_1_5_E,CL1_1_5,200,16199,337,34940,84154,41,41,42,42,0,3600.33
N3C1W4_CL2_1_5_A,CL2_1_5,200,1,0,1196,115,54,55,56,55,1,0.46
N3C1W4_CL2_1_5_B,CL2_1_5,200,1,0,1274,123,53,53,54,53,1,0.57
N3C1W4_CL2_1_5_C,CL2_1_5,200,1,0,1213,117,53,53,53,53,1,0.54
N3C1W4_CL2_1_5_D,CL2_1_5,200,1,0,1186,114,54,55,56,55,1,0.47
N3C1W4_CL2_1_5_E,CL2_1_5,200,1,0,1234,119,53,54,54,54,1,0.51
N3C1W4_CL2_3_3_A,CL2_3_3,200,1,0,1266,122,54,55,56,55,1,0.54
N3C1W4_CL2_3_3_B,CL2_3_3,200,1,0,1165,112,54,54,55,54,1,0.58
N3C1W4_CL2_3_3_C,CL2_3_3,200,1,0,1255,121,53,54,55,54,1,0.56
N3C1W4_CL2_3_3_D,CL2_3_3,200,459,211,4108,2012,54,54,56,55,1,87.36
N3C1W4_CL2_3_3_E,CL2_3_3,200,1,0,1194,115,53,53,54,53,1,0.53
N3C1W4_CL2_3_4_A,CL2_3_4,200,1,0,1518,148,47,48,48,48,1,0.92
N3C1W4_CL2_3_4_B,CL2_3_4,200,1,0,1447,141,47,47,47,47,1,0.92
N3C1W4_CL2_3_4_C,CL2_3_4,200,1,0,1517,148,47,47,47,47,1,0.94
N3C1W4_CL2_3_4_D,CL2_3_4,200,1,0,1725,172,47,48,48,48,1,1.34
N3C1W4_CL2_3_4_E,CL2_3_4,200,14267,263,28218,69082,46,46,47,47,0,3600.21
N3C2W1_CL1_1_3_A,CL1_1_3,200,1,0,1797,176,47,47,47,47,1,1.03
N3C2W1_CL1_1_3_B,CL1_1_3,200,1,0,2244,221,44,44,44,44,1,1.86
N3C2W1_CL1_1_3_C,CL1_1_3,200,1,28,2429,314,42,42,43,42,1,3.36
N3C2W1_CL1_1_3_D,CL1_1_3,200,1,265,2719,1614,42,42,43,42,1,11.06
N3C2W1_CL1_1_3_E,CL1_1_3,200,42570,474,101300,186291,43,43,44,44,0,3600.47
N3C2W1_CL1_1_5_A,CL1_1_5,200,1,0,3440,342,30,30,30,30,1,7.97
N3C2W1_CL1_1_5_B,CL1_1_5,200,1,0,3418,340,28,28,28,28,1,6.63
N3C2W1_CL1_1_5_C,CL1_1_5,200,1,0,3429,341,29,29,29,29,1,10.02
N3C2W1_CL1_1_5_D,CL1_1_5,200,1,0,3069,305,29,29,29,29,1,6.05
N3C2W1_CL1_1_5_E,CL1_1_5,200,5418,144,106555,58110,29,29,30,30,0,3600.85
N3C2W1_CL2_1_5_A,CL2_1_5,200,1,0,1873,185,43,43,43,43,1,1.02
N3C2W1_CL2_1_5_B,CL2_1_5,200,1,0,1951,192,41,41,41,41,1,1.38
N3C2W1_CL2_1_5_C,CL2_1_5,200,27372,572,49066,120663,41,41,42,41,1,3342.10
N3C2W1_CL2_1_5_D,CL2_1_5,200,1,0,2254,225,41,41,41,41,1,2.14
N3C2W1_CL2_1_5_E,CL2_1_5,200,1,0,1811,178,41,41,41,41,1,1.20
N3C2W1_CL2_3_3_A,CL2_3_3,200,1,0,1723,169,42,42,43,42,1,0.86
N3C2W1_CL2_3_3_B,CL2_3_3,200,15442,601,36315,76878,40,40,41,41,0,3600.32
N3C2W1_CL2_3_3_C,CL2_3_3,200,1,0,1932,190,41,41,42,41,1,1.06
N3C2W1_CL2_3_3_D,CL2_3_3,200,1,0,1780,175,40,40,40,40,1,1.16
N3C2W1_CL2_3_3_E,CL2_3_3,200,1,0,2203,220,41,41,41,41,1,1.94
N3C2W1_CL2_3_4_A,CL2_3_4,200,1,0,2267,224,37,37,37,37,1,1.70
N3C2W1_CL2_3_4_B,CL2_3_4,200,8716,302,64672,76564,35,35,36,36,0,3600.38
N3C2W1_CL2_3_4_C,CL2_3_4,200,1,0,2116,209,36,36,36,36,1,1.45
N3C2W1_CL2_3_4_D,CL2_3_4,200,1,269,2403,1719,35,35,36,35,1,10.08
N3C2W1_CL2_3_4_E,CL2_3_4,200,1,0,2286,226,36,36,36,36,1,1.69
N3C2W2_CL1_1_3_A,CL1_1_3,200,1,0,1303,126,52,52,53,52,1,0.67
N3C2W2_CL1_1_3_B,CL1_1_3,200,30188,707,43993,137252,50,50,51,51,0,3600.26
N3C2W2_CL1_1_3_C,CL1_1_3,200,1,0,1402,136,51,51,52,51,1,0.67
N3C2W2_CL1_1_3_D,CL1_1_3,200,57796,869,39625,219475,52,52,53,53,0,3600.23
N3C2W2_CL1_1_3_E,CL1_1_3,200,1,0,1465,142,54,55,55,55,1,0.70
N3C2W2_CL1_1_5_A,CL1_1_5,200,7043,224,46404,51493,35,35,36,35,1,2029.25
N3C2W2_CL1_1_5_B,CL1_1_5,200,1,0,2095,207,34,34,35,34,1,1.84
N3C2W2_CL1_1_5_C,CL1_1_5,200,1,0,2595,257,34,35,35,35,1,2.88
N3C2W2_CL1_1_5_D,CL1_1_5,200,5690,90,64111,48959,35,35,36,36,0,3600.31
N3C2W2_CL1_1_5_E,CL1_1_5,200,1,0,2007,198,37,37,37,37,1,1.97
N3C2W2_CL2_1_5_A,CL2_1_5,200,1179,141,6681,5110,47,47,48,48,1,328.97
N3C2W2_CL2_1_5_B,CL2_1_5,200,14289,404,23605,69072,46,46,47,47,0,3600.17
N3C2W2_CL2_1_5_C,CL2_1_5,200,1,0,1537,150,47,47,47,47,1,0.88
N3C2W2_CL2_1_5_D,CL2_1_5,200,1,0,1688,165,48,48,48,48,1,0.91
N3C2W2_CL2_1_5_E,CL2_1_5,200,1,0,1529,149,48,49,49,49,1,0.73
N3C2W2_CL2_3_3_A,CL2_3_3,200,1,0,1437,140,47,47,47,47,1,0.83
N3C2W2_CL2_3_3_B,CL2_3_3,200,1,0,1556,152,46,46,46,46,1,0.83
N3C2W2_CL2_3_3_C,CL2_3_3,200,18141,263,32857,81512,46,46,47,47,0,3600.25
N3C2W2_CL2_3_3_D,CL2_3_3,200,1,0,1417,138,47,47,47,47,1,0.83
N3C2W2_CL2_3_3_E,CL2_3_3,200,41151,735,41179,170968,48,48,49,49,0,3600.23
N3C2W2_CL2_3_4_A,CL2_3_4,200,1,0,1672,164,41,41,42,41,1,0.94
N3C2W2_CL2_3_4_B,CL2_3_4,200,1,0,1710,168,40,40,40,40,1,1.14
N3C2W2_CL2_3_4_C,CL2_3_4,200,1,0,2021,199,40,41,41,41,1,1.64
N3C2W2_CL2_3_4_D,CL2_3_4,200,33457,351,43052,148995,41,41,42,42,0,3600.36
N3C2W2_CL2_3_4_E,CL2_3_4,200,22642,360,42251,113140,42,42,43,43,0,3600.32
N3C2W4_CL1_1_3_A,CL1_1_3,200,1,0,1495,146,54,54,55,54,1,0.81
N3C2W4_CL1_1_3_B,CL1_1_3,200,1,0,1424,138,53,54,54,54,1,0.78
N3C2W4_CL1_1_3_C,CL1_1_3,200,1,467,1441,1427,58,58,59,58,1,6.72
N3C2W4_CL1_1_3_D,CL1_1_3,200,1,0,1475,143,54,55,55,55,1,0.66
N3C2W4_CL1_1_3_E,CL1_1_3,200,1,0,1363,132,53,53,53,53,1,0.63
N3C2W4_CL1_1_5_A,CL1_1_5,200,1,0,2678,269,36,37,37,37,1,5.97
N3C2W4_CL1_1_5_B,CL1_1_5,200,4,376,2349,1895,36,36,37,36,1,22.32
N3C2W4_CL1_1_5_C,CL1_1_5,200,14712,408,39251,81514,39,39,40,40,0,3600.40
N3C2W4_CL1_1_5_D,CL1_1_5,200,1,0,2097,207,37,37,37,37,1,2.09
N3C2W4_CL1_1_5_E,CL1_1_5,200,1,0,2256,223,36,36,36,36,1,2.86
N3C2W4_CL2_1_5_A,CL2_1_5,200,1,0,1449,141,48,49,49,49,1,0.79
N3C2W4_CL2_1_5_B,CL2_1_5,200,1,0,1489,145,48,49,49,49,1,0.73
N3C2W4_CL2_1_5_C,CL2_1_5,200,1,0,1391,135,51,51,51,51,1,0.75
N3C2W4_CL2_1_5_D,CL2_1_5,200,1,0,1489,145,49,49,49,49,1,0.86
N3C2W4_CL2_1_5_E,CL2_1_5,200,1,220,1645,958,48,48,49,48,1,4.44
N3C2W4_CL2_3_3_A,CL2_3_3,200,1,869,1685,2839,48,48,49,48,1,14.27
N3C2W4_CL2_3_3_B,CL2_3_3,200,1,0,1448,141,48,48,48,48,1,0.86
N3C2W4_CL2_3_3_C,CL2_3_3,200,51033,825,35728,189907,50,50,51,51,0,3600.20
N3C2W4_CL2_3_3_D,CL2_3_3,200,19212,396,26485,83761,48,48,49,49,0,3600.20
N3C2W4_CL2_3_3_E,CL2_3_3,200,1,0,1508,147,47,48,48,48,1,0.80
N3C2W4_CL2_3_4_A,CL2_3_4,200,1,0,1513,148,42,42,43,42,1,0.95
N3C2W4_CL2_3_4_B,CL2_3_4,200,1,0,1683,165,42,42,43,42,1,1.16
N3C2W4_CL2_3_4_C,CL2_3_4,200,1,0,1554,152,44,44,44,44,1,0.98
N3C2W4_CL2_3_4_D,CL2_3_4,200,25954,447,40256,133694,42,42,43,43,0,3600.32
N3C2W4_CL2_3_4_E,CL2_3_4,200,1,0,1842,181,41,42,42,42,1,1.26
N3C3W1_CL1_1_3_A,CL1_1_3,200,1,0,2115,209,35,35,35,35,1,1.62
N3C3W1_CL1_1_3_B,CL1_1_3,200,1,0,2658,263,38,38,38,38,1,3.53
N3C3W1_CL1_1_3_C,CL1_1_3,200,1,0,2837,281,37,37,37,37,1,3.50
N3C3W1_CL1_1_3_D,CL1_1_3,200,1,0,2584,256,34,34,34,34,1,3.48
N3C3W1_CL1_1_3_E,CL1_1_3,200,10515,318,55857,74753,36,36,37,37,0,3600.46
N3C3W1_CL1_1_5_A,CL1_1_5,200,1,0,4374,436,24,24,24,24,1,14.70
N3C3W1_CL1_1_5_B,CL1_1_5,200,1,0,3746,373,26,26,26,26,1,6.19
N3C3W1_CL1_1_5_C,CL1_1_5,200,1,0,3405,339,25,25,25,25,1,7.19
N3C3W1_CL1_1_5_D,CL1_1_5,200,1,0,4323,431,23,23,23,23,1,17.02
N3C3W1_CL1_1_5_E,CL1_1_5,200,1,0,4465,445,25,25,25,25,1,19.38
N3C3W1_CL2_1_5_A,CL2_1_5,200,1,0,2306,228,36,36,36,36,1,1.81
N3C3W1_CL2_1_5_B,CL2_1_5,200,1,0,2068,204,38,38,38,38,1,1.64
N3C3W1_CL2_1_5_C,CL2_1_5,200,1,0,1847,182,37,37,37,37,1,1.19
N3C3W1_CL2_1_5_D,CL2_1_5,200,1,0,1976,195,35,35,36,35,1,1.20
N3C3W1_CL2_1_5_E,CL2_1_5,200,8092,40,52543,55617,36,36,37,37,0,3600.36
N3C3W1_CL2_3_3_A,CL2_3_3,200,1,0,2225,220,35,35,35,35,1,1.75
N3C3W1_CL2_3_3_B,CL2_3_3,200,1,0,2360,235,38,38,38,38,1,2.28
N3C3W1_CL2_3_3_C,CL2_3_3,200,15700,450,51906,97678,36,36,37,37,0,3600.48
N3C3W1_CL2_3_3_D,CL2_3_3,200,13932,456,53784,87174,34,34,35,35,0,3600.54
N3C3W1_CL2_3_3_E,CL2_3_3,200,1,0,2526,250,36,36,36,36,1,3.04
N3C3W1_CL2_3_4_A,CL2_3_4,200,1,0,2691,267,31,31,31,31,1,2.89
N3C3W1_CL2_3_4_B,CL2_3_4,200,1,0,2313,229,33,33,33,33,1,2.21
N3C3W1_CL2_3_4_C,CL2_3_4,200,1,0,2412,239,32,32,32,32,1,2.12
